P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName
067	538447	538447	location	C	food	PT_Group35560	PT_Sup35560	PT_Add35560	PT_ContactName35560	PT_EMAIL02@test.com	PT_Phone35560	PT_SampleNotes35560	NSPT35560	PT36759	PT_Prod35560	30	5	EA	Paper Towel
067	538454	538454	expenseCategory	D	food	PT_Group35561	PT_Sup35561	PT_Add35561	PT_ContactName35561	PT_EMAIL01@test.com	PT_Phone35561	PT_SampleNotes35561	NSPT35561	PT36760	PT_Prod35561	15	5	CS	Dairy
067	538462	538462	expenseCategory	F	food	PT_Group35562	PT_Sup35562	PT_Add35562	PT_ContactName35562	PT_EMAIL02@test.com	PT_Phone35562	PT_SampleNotes35562	NSPT35562	PT36761	PT_Prod35562	20	5	EA	Paper Towel
067	538470	538470	expenseCategory	D	nonFood	PT_Group35563	PT_Sup35563	PT_Add35563	PT_ContactName35563	PT_EMAIL01@test.com	PT_Phone35563	PT_SampleNotes35563	NSPT35563	PT36762	PT_Prod35563	12	5	CS	Meat
067	538488	538488	expenseCategory	F	food	PT_Group35564	PT_Sup35564	PT_Add35564	PT_ContactName35564	PT_EMAIL02@test.com	PT_Phone35564	PT_SampleNotes35564	NSPT35564	PT36763	PT_Prod35564	15	5	EA	Meat
067	538496	538496	expenseCategory	C	food	PT_Group35565	PT_Sup35565	PT_Add35565	PT_ContactName35565	PT_EMAIL01@test.com	PT_Phone35565	PT_SampleNotes35565	NSPT35565	PT36764	PT_Prod35565	16	5	CS	Meat
067	538504	538504	expenseCategory	D	food	PT_Group35566	PT_Sup35566	PT_Add35566	PT_ContactName35566	PT_EMAIL02@test.com	PT_Phone35566	PT_SampleNotes35566	NSPT35566	PT36765	PT_Prod35566	20	5	EA	Dairy
067	538512	538512	expenseCategory	F	food	PT_Group35567	PT_Sup35567	PT_Add35567	PT_ContactName35567	PT_EMAIL01@test.com	PT_Phone35567	PT_SampleNotes35567	NSPT35567	PT36766	PT_Prod35567	25	5	CS	Dairy
067	538520	538520	expenseCategory	D	nonFood	PT_Group35568	PT_Sup35568	PT_Add35568	PT_ContactName35568	PT_EMAIL02@test.com	PT_Phone35568	PT_SampleNotes35568	NSPT35568	PT36767	PT_Prod35568	10	5	EA	Dairy
067	538538	538538	location	F	food	PT_Group35569	PT_Sup35569	PT_Add35569	PT_ContactName35569	PT_EMAIL01@test.com	PT_Phone35569	PT_SampleNotes35569	NSPT35569	PT36768	PT_Prod35569	12	5	CS	Paper Towel
067	538546	538546	expenseCategory	C	food	PT_Group35570	PT_Sup35570	PT_Add35570	PT_ContactName35570	PT_EMAIL02@test.com	PT_Phone35570	PT_SampleNotes35570	NSPT35570	PT36769	PT_Prod35570	15	5	EA	Paper Towel
067	538553	538553	expenseCategory	D	food	PT_Group35571	PT_Sup35571	PT_Add35571	PT_ContactName35571	PT_EMAIL01@test.com	PT_Phone35571	PT_SampleNotes35571	NSPT35571	PT36770	PT_Prod35571	18	5	CS	Paper Towel
067	538561	538561	expenseCategory	F	food	PT_Group35572	PT_Sup35572	PT_Add35572	PT_ContactName35572	PT_EMAIL02@test.com	PT_Phone35572	PT_SampleNotes35572	NSPT35572	PT36771	PT_Prod35572	30	5	EA	Paper Towel
067	538579	538579	expenseCategory	D	nonFood	PT_Group35573	PT_Sup35573	PT_Add35573	PT_ContactName35573	PT_EMAIL01@test.com	PT_Phone35573	PT_SampleNotes35573	NSPT35573	PT36772	PT_Prod35573	15	5	CS	Meat
067	538587	538587	expenseCategory	F	food	PT_Group35574	PT_Sup35574	PT_Add35574	PT_ContactName35574	PT_EMAIL02@test.com	PT_Phone35574	PT_SampleNotes35574	NSPT35574	PT36773	PT_Prod35574	20	5	EA	Meat
067	538595	538595	expenseCategory	C	food	PT_Group35575	PT_Sup35575	PT_Add35575	PT_ContactName35575	PT_EMAIL01@test.com	PT_Phone35575	PT_SampleNotes35575	NSPT35575	PT36774	PT_Prod35575	12	5	CS	Meat
067	538603	538603	expenseCategory	D	food	PT_Group35576	PT_Sup35576	PT_Add35576	PT_ContactName35576	PT_EMAIL02@test.com	PT_Phone35576	PT_SampleNotes35576	NSPT35576	PT36775	PT_Prod35576	15	5	EA	Dairy
067	538611	538611	expenseCategory	F	food	PT_Group35577	PT_Sup35577	PT_Add35577	PT_ContactName35577	PT_EMAIL01@test.com	PT_Phone35577	PT_SampleNotes35577	NSPT35577	PT36776	PT_Prod35577	16	5	CS	Dairy
067	538629	538629	expenseCategory	D	nonFood	PT_Group35578	PT_Sup35578	PT_Add35578	PT_ContactName35578	PT_EMAIL02@test.com	PT_Phone35578	PT_SampleNotes35578	NSPT35578	PT36777	PT_Prod35578	20	5	EA	Dairy
067	538637	538637	expenseCategory	F	food	PT_Group35579	PT_Sup35579	PT_Add35579	PT_ContactName35579	PT_EMAIL01@test.com	PT_Phone35579	PT_SampleNotes35579	NSPT35579	PT36778	PT_Prod35579	25	5	CS	Paper Towel
067	538645	538645	expenseCategory	C	food	PT_Group35580	PT_Sup35580	PT_Add35580	PT_ContactName35580	PT_EMAIL02@test.com	PT_Phone35580	PT_SampleNotes35580	NSPT35580	PT36779	PT_Prod35580	10	5	EA	Paper Towel
067	538652	538652	location	D	food	PT_Group35581	PT_Sup35581	PT_Add35581	PT_ContactName35581	PT_EMAIL01@test.com	PT_Phone35581	PT_SampleNotes35581	NSPT35581	PT36780	PT_Prod35581	12	5	CS	Paper Towel
067	538660	538660	expenseCategory	F	food	PT_Group35582	PT_Sup35582	PT_Add35582	PT_ContactName35582	PT_EMAIL02@test.com	PT_Phone35582	PT_SampleNotes35582	NSPT35582	PT36781	PT_Prod35582	15	5	EA	Paper Towel
067	538678	538678	expenseCategory	D	nonFood	PT_Group35583	PT_Sup35583	PT_Add35583	PT_ContactName35583	PT_EMAIL01@test.com	PT_Phone35583	PT_SampleNotes35583	NSPT35583	PT36782	PT_Prod35583	18	5	CS	Dairy
067	538686	538686	expenseCategory	F	food	PT_Group35584	PT_Sup35584	PT_Add35584	PT_ContactName35584	PT_EMAIL02@test.com	PT_Phone35584	PT_SampleNotes35584	NSPT35584	PT36783	PT_Prod35584	30	5	EA	Paper Towel
067	538694	538694	expenseCategory	C	food	PT_Group35585	PT_Sup35585	PT_Add35585	PT_ContactName35585	PT_EMAIL01@test.com	PT_Phone35585	PT_SampleNotes35585	NSPT35585	PT36784	PT_Prod35585	15	5	CS	Paper Towel
067	538702	538702	expenseCategory	D	food	PT_Group35586	PT_Sup35586	PT_Add35586	PT_ContactName35586	PT_EMAIL02@test.com	PT_Phone35586	PT_SampleNotes35586	NSPT35586	PT36785	PT_Prod35586	20	5	EA	Meat
067	538710	538710	expenseCategory	F	food	PT_Group35587	PT_Sup35587	PT_Add35587	PT_ContactName35587	PT_EMAIL01@test.com	PT_Phone35587	PT_SampleNotes35587	NSPT35587	PT36786	PT_Prod35587	12	5	CS	Meat
067	538728	538728	expenseCategory	D	nonFood	PT_Group35588	PT_Sup35588	PT_Add35588	PT_ContactName35588	PT_EMAIL02@test.com	PT_Phone35588	PT_SampleNotes35588	NSPT35588	PT36787	PT_Prod35588	15	5	EA	Meat
067	538736	538736	expenseCategory	F	food	PT_Group35589	PT_Sup35589	PT_Add35589	PT_ContactName35589	PT_EMAIL01@test.com	PT_Phone35589	PT_SampleNotes35589	NSPT35589	PT36788	PT_Prod35589	16	5	CS	Dairy
067	538744	538744	location	C	food	PT_Group35590	PT_Sup35590	PT_Add35590	PT_ContactName35590	PT_EMAIL02@test.com	PT_Phone35590	PT_SampleNotes35590	NSPT35590	PT36789	PT_Prod35590	20	5	EA	Dairy
067	538751	538751	expenseCategory	D	food	PT_Group35591	PT_Sup35591	PT_Add35591	PT_ContactName35591	PT_EMAIL01@test.com	PT_Phone35591	PT_SampleNotes35591	NSPT35591	PT36790	PT_Prod35591	25	5	CS	Dairy
067	538769	538769	expenseCategory	F	food	PT_Group35592	PT_Sup35592	PT_Add35592	PT_ContactName35592	PT_EMAIL02@test.com	PT_Phone35592	PT_SampleNotes35592	NSPT35592	PT36791	PT_Prod35592	10	5	EA	Paper Towel
067	538777	538777	expenseCategory	D	nonFood	PT_Group35593	PT_Sup35593	PT_Add35593	PT_ContactName35593	PT_EMAIL01@test.com	PT_Phone35593	PT_SampleNotes35593	NSPT35593	PT36792	PT_Prod35593	12	5	CS	Paper Towel
067	538785	538785	expenseCategory	F	food	PT_Group35594	PT_Sup35594	PT_Add35594	PT_ContactName35594	PT_EMAIL02@test.com	PT_Phone35594	PT_SampleNotes35594	NSPT35594	PT36793	PT_Prod35594	15	5	EA	Paper Towel
067	538793	538793	expenseCategory	C	food	PT_Group35595	PT_Sup35595	PT_Add35595	PT_ContactName35595	PT_EMAIL01@test.com	PT_Phone35595	PT_SampleNotes35595	NSPT35595	PT36794	PT_Prod35595	18	5	CS	Dairy
067	538801	538801	expenseCategory	D	food	PT_Group35596	PT_Sup35596	PT_Add35596	PT_ContactName35596	PT_EMAIL02@test.com	PT_Phone35596	PT_SampleNotes35596	NSPT35596	PT36795	PT_Prod35596	30	5	EA	Paper Towel
067	538819	538819	location	F	food	PT_Group35597	PT_Sup35597	PT_Add35597	PT_ContactName35597	PT_EMAIL01@test.com	PT_Phone35597	PT_SampleNotes35597	NSPT35597	PT36796	PT_Prod35597	15	5	CS	Paper Towel
067	538827	538827	expenseCategory	D	nonFood	PT_Group35598	PT_Sup35598	PT_Add35598	PT_ContactName35598	PT_EMAIL02@test.com	PT_Phone35598	PT_SampleNotes35598	NSPT35598	PT36797	PT_Prod35598	20	5	EA	Meat
067	538835	538835	expenseCategory	F	food	PT_Group35599	PT_Sup35599	PT_Add35599	PT_ContactName35599	PT_EMAIL01@test.com	PT_Phone35599	PT_SampleNotes35599	NSPT35599	PT36798	PT_Prod35599	12	5	CS	Meat
067	538843	538843	expenseCategory	C	food	PT_Group35600	PT_Sup35600	PT_Add35600	PT_ContactName35600	PT_EMAIL02@test.com	PT_Phone35600	PT_SampleNotes35600	NSPT35600	PT36799	PT_Prod35600	15	5	EA	Meat
067	538850	538850	expenseCategory	D	food	PT_Group35601	PT_Sup35601	PT_Add35601	PT_ContactName35601	PT_EMAIL01@test.com	PT_Phone35601	PT_SampleNotes35601	NSPT35601	PT36800	PT_Prod35601	12	5	CS	Meat
