P_OpCo	P_CustomerID	P_UserID	P_Location	P_StorageName	P_FoodType	P_GroupName	P_SupplierName	P_Address	P_ContactName	P_Email	P_PhoneNumber	P_Notes	P_ProductName	P_MaterialID	P_Brand	P_AvgWtPerCase	P_PackPerSize	P_UOM	P_CategoryName
067	167155	167155	expenseCategory	D	nonFood	PT_Group12442	PT_Sup12442	PT_Add12442	PT_ContactName12442	PT_EMAIL02@test.com	PT_Phone12442	PT_SampleNotes12442	NSPT12442	PT13641	PT_Prod12442	10	5	EA	Paper Towel
067	167189	167189	expenseCategory	F	food	PT_Group12443	PT_Sup12443	PT_Add12443	PT_ContactName12443	PT_EMAIL01@test.com	PT_Phone12443	PT_SampleNotes12443	NSPT12443	PT13642	PT_Prod12443	12	5	CS	Paper Towel
067	167205	167205	expenseCategory	C	food	PT_Group12444	PT_Sup12444	PT_Add12444	PT_ContactName12444	PT_EMAIL02@test.com	PT_Phone12444	PT_SampleNotes12444	NSPT12444	PT13643	PT_Prod12444	15	5	EA	Paper Towel
067	167213	167213	expenseCategory	D	food	PT_Group12445	PT_Sup12445	PT_Add12445	PT_ContactName12445	PT_EMAIL01@test.com	PT_Phone12445	PT_SampleNotes12445	NSPT12445	PT13644	PT_Prod12445	18	5	CS	Dairy
067	167239	167239	expenseCategory	F	food	PT_Group12446	PT_Sup12446	PT_Add12446	PT_ContactName12446	PT_EMAIL02@test.com	PT_Phone12446	PT_SampleNotes12446	NSPT12446	PT13645	PT_Prod12446	30	5	EA	Paper Towel
067	167262	167262	expenseCategory	D	nonFood	PT_Group12447	PT_Sup12447	PT_Add12447	PT_ContactName12447	PT_EMAIL01@test.com	PT_Phone12447	PT_SampleNotes12447	NSPT12447	PT13646	PT_Prod12447	15	5	CS	Paper Towel
067	167270	167270	expenseCategory	F	food	PT_Group12448	PT_Sup12448	PT_Add12448	PT_ContactName12448	PT_EMAIL02@test.com	PT_Phone12448	PT_SampleNotes12448	NSPT12448	PT13647	PT_Prod12448	20	5	EA	Meat
067	167296	167296	expenseCategory	C	food	PT_Group12449	PT_Sup12449	PT_Add12449	PT_ContactName12449	PT_EMAIL01@test.com	PT_Phone12449	PT_SampleNotes12449	NSPT12449	PT13648	PT_Prod12449	12	5	CS	Meat
067	167304	167304	location	D	food	PT_Group12450	PT_Sup12450	PT_Add12450	PT_ContactName12450	PT_EMAIL02@test.com	PT_Phone12450	PT_SampleNotes12450	NSPT12450	PT13649	PT_Prod12450	15	5	EA	Meat
067	167312	167312	expenseCategory	F	food	PT_Group12451	PT_Sup12451	PT_Add12451	PT_ContactName12451	PT_EMAIL01@test.com	PT_Phone12451	PT_SampleNotes12451	NSPT12451	PT13650	PT_Prod12451	12	5	CS	Meat
067	167320	167320	expenseCategory	D	nonFood	PT_Group12452	PT_Sup12452	PT_Add12452	PT_ContactName12452	PT_EMAIL02@test.com	PT_Phone12452	PT_SampleNotes12452	NSPT12452	PT13651	PT_Prod12452	15	5	EA	Meat
067	167338	167338	expenseCategory	F	food	PT_Group12453	PT_Sup12453	PT_Add12453	PT_ContactName12453	PT_EMAIL01@test.com	PT_Phone12453	PT_SampleNotes12453	NSPT12453	PT13652	PT_Prod12453	16	5	CS	Meat
067	167353	167353	expenseCategory	C	food	PT_Group12454	PT_Sup12454	PT_Add12454	PT_ContactName12454	PT_EMAIL02@test.com	PT_Phone12454	PT_SampleNotes12454	NSPT12454	PT13653	PT_Prod12454	20	5	EA	Dairy
067	167361	167361	expenseCategory	D	food	PT_Group12455	PT_Sup12455	PT_Add12455	PT_ContactName12455	PT_EMAIL01@test.com	PT_Phone12455	PT_SampleNotes12455	NSPT12455	PT13654	PT_Prod12455	25	5	CS	Dairy
067	167379	167379	expenseCategory	F	food	PT_Group12456	PT_Sup12456	PT_Add12456	PT_ContactName12456	PT_EMAIL02@test.com	PT_Phone12456	PT_SampleNotes12456	NSPT12456	PT13655	PT_Prod12456	10	5	EA	Dairy
067	167387	167387	location	D	nonFood	PT_Group12457	PT_Sup12457	PT_Add12457	PT_ContactName12457	PT_EMAIL01@test.com	PT_Phone12457	PT_SampleNotes12457	NSPT12457	PT13656	PT_Prod12457	12	5	CS	Paper Towel
067	167395	167395	expenseCategory	F	food	PT_Group12458	PT_Sup12458	PT_Add12458	PT_ContactName12458	PT_EMAIL02@test.com	PT_Phone12458	PT_SampleNotes12458	NSPT12458	PT13657	PT_Prod12458	15	5	EA	Paper Towel
067	167403	167403	expenseCategory	C	food	PT_Group12459	PT_Sup12459	PT_Add12459	PT_ContactName12459	PT_EMAIL01@test.com	PT_Phone12459	PT_SampleNotes12459	NSPT12459	PT13658	PT_Prod12459	18	5	CS	Paper Towel
067	167411	167411	expenseCategory	D	food	PT_Group12460	PT_Sup12460	PT_Add12460	PT_ContactName12460	PT_EMAIL02@test.com	PT_Phone12460	PT_SampleNotes12460	NSPT12460	PT13659	PT_Prod12460	30	5	EA	Paper Towel
067	167429	167429	expenseCategory	F	food	PT_Group12461	PT_Sup12461	PT_Add12461	PT_ContactName12461	PT_EMAIL01@test.com	PT_Phone12461	PT_SampleNotes12461	NSPT12461	PT13660	PT_Prod12461	15	5	CS	Dairy
067	167460	167460	expenseCategory	D	nonFood	PT_Group12462	PT_Sup12462	PT_Add12462	PT_ContactName12462	PT_EMAIL02@test.com	PT_Phone12462	PT_SampleNotes12462	NSPT12462	PT13661	PT_Prod12462	20	5	EA	Paper Towel
067	167478	167478	expenseCategory	F	food	PT_Group12463	PT_Sup12463	PT_Add12463	PT_ContactName12463	PT_EMAIL01@test.com	PT_Phone12463	PT_SampleNotes12463	NSPT12463	PT13662	PT_Prod12463	12	5	CS	Meat
067	167486	167486	location	C	food	PT_Group12464	PT_Sup12464	PT_Add12464	PT_ContactName12464	PT_EMAIL02@test.com	PT_Phone12464	PT_SampleNotes12464	NSPT12464	PT13663	PT_Prod12464	15	5	EA	Meat
067	167494	167494	expenseCategory	D	food	PT_Group12465	PT_Sup12465	PT_Add12465	PT_ContactName12465	PT_EMAIL01@test.com	PT_Phone12465	PT_SampleNotes12465	NSPT12465	PT13664	PT_Prod12465	16	5	CS	Meat
067	167502	167502	expenseCategory	F	food	PT_Group12466	PT_Sup12466	PT_Add12466	PT_ContactName12466	PT_EMAIL02@test.com	PT_Phone12466	PT_SampleNotes12466	NSPT12466	PT13665	PT_Prod12466	20	5	EA	Dairy
067	167510	167510	expenseCategory	D	nonFood	PT_Group12467	PT_Sup12467	PT_Add12467	PT_ContactName12467	PT_EMAIL01@test.com	PT_Phone12467	PT_SampleNotes12467	NSPT12467	PT13666	PT_Prod12467	25	5	CS	Dairy
067	167536	167536	expenseCategory	F	food	PT_Group12468	PT_Sup12468	PT_Add12468	PT_ContactName12468	PT_EMAIL02@test.com	PT_Phone12468	PT_SampleNotes12468	NSPT12468	PT13667	PT_Prod12468	10	5	EA	Dairy
067	167551	167551	expenseCategory	C	food	PT_Group12469	PT_Sup12469	PT_Add12469	PT_ContactName12469	PT_EMAIL01@test.com	PT_Phone12469	PT_SampleNotes12469	NSPT12469	PT13668	PT_Prod12469	12	5	CS	Paper Towel
067	167569	167569	expenseCategory	D	food	PT_Group12470	PT_Sup12470	PT_Add12470	PT_ContactName12470	PT_EMAIL02@test.com	PT_Phone12470	PT_SampleNotes12470	NSPT12470	PT13669	PT_Prod12470	15	5	EA	Paper Towel
067	167577	167577	expenseCategory	F	food	PT_Group12471	PT_Sup12471	PT_Add12471	PT_ContactName12471	PT_EMAIL01@test.com	PT_Phone12471	PT_SampleNotes12471	NSPT12471	PT13670	PT_Prod12471	18	5	CS	Paper Towel
067	167585	167585	expenseCategory	D	nonFood	PT_Group12472	PT_Sup12472	PT_Add12472	PT_ContactName12472	PT_EMAIL02@test.com	PT_Phone12472	PT_SampleNotes12472	NSPT12472	PT13671	PT_Prod12472	30	5	EA	Paper Towel
067	167593	167593	location	F	food	PT_Group12473	PT_Sup12473	PT_Add12473	PT_ContactName12473	PT_EMAIL01@test.com	PT_Phone12473	PT_SampleNotes12473	NSPT12473	PT13672	PT_Prod12473	15	5	CS	Meat
067	167601	167601	expenseCategory	C	food	PT_Group12474	PT_Sup12474	PT_Add12474	PT_ContactName12474	PT_EMAIL02@test.com	PT_Phone12474	PT_SampleNotes12474	NSPT12474	PT13673	PT_Prod12474	20	5	EA	Meat
067	167619	167619	expenseCategory	D	food	PT_Group12475	PT_Sup12475	PT_Add12475	PT_ContactName12475	PT_EMAIL01@test.com	PT_Phone12475	PT_SampleNotes12475	NSPT12475	PT13674	PT_Prod12475	12	5	CS	Meat
067	167627	167627	expenseCategory	F	food	PT_Group12476	PT_Sup12476	PT_Add12476	PT_ContactName12476	PT_EMAIL02@test.com	PT_Phone12476	PT_SampleNotes12476	NSPT12476	PT13675	PT_Prod12476	15	5	EA	Dairy
067	167635	167635	expenseCategory	D	nonFood	PT_Group12477	PT_Sup12477	PT_Add12477	PT_ContactName12477	PT_EMAIL01@test.com	PT_Phone12477	PT_SampleNotes12477	NSPT12477	PT13676	PT_Prod12477	16	5	CS	Dairy
067	167643	167643	expenseCategory	F	food	PT_Group12478	PT_Sup12478	PT_Add12478	PT_ContactName12478	PT_EMAIL02@test.com	PT_Phone12478	PT_SampleNotes12478	NSPT12478	PT13677	PT_Prod12478	20	5	EA	Dairy
067	167650	167650	expenseCategory	C	food	PT_Group12479	PT_Sup12479	PT_Add12479	PT_ContactName12479	PT_EMAIL01@test.com	PT_Phone12479	PT_SampleNotes12479	NSPT12479	PT13678	PT_Prod12479	25	5	CS	Paper Towel
067	167668	167668	location	D	food	PT_Group12480	PT_Sup12480	PT_Add12480	PT_ContactName12480	PT_EMAIL02@test.com	PT_Phone12480	PT_SampleNotes12480	NSPT12480	PT13679	PT_Prod12480	10	5	EA	Paper Towel
067	167676	167676	expenseCategory	F	food	PT_Group12481	PT_Sup12481	PT_Add12481	PT_ContactName12481	PT_EMAIL01@test.com	PT_Phone12481	PT_SampleNotes12481	NSPT12481	PT13680	PT_Prod12481	12	5	CS	Paper Towel
067	167684	167684	expenseCategory	D	nonFood	PT_Group12482	PT_Sup12482	PT_Add12482	PT_ContactName12482	PT_EMAIL02@test.com	PT_Phone12482	PT_SampleNotes12482	NSPT12482	PT13681	PT_Prod12482	15	5	EA	Paper Towel
067	167692	167692	expenseCategory	F	food	PT_Group12483	PT_Sup12483	PT_Add12483	PT_ContactName12483	PT_EMAIL01@test.com	PT_Phone12483	PT_SampleNotes12483	NSPT12483	PT13682	PT_Prod12483	18	5	CS	Dairy
067	167700	167700	expenseCategory	C	food	PT_Group12484	PT_Sup12484	PT_Add12484	PT_ContactName12484	PT_EMAIL02@test.com	PT_Phone12484	PT_SampleNotes12484	NSPT12484	PT13683	PT_Prod12484	30	5	EA	Paper Towel
067	167718	167718	expenseCategory	D	food	PT_Group12485	PT_Sup12485	PT_Add12485	PT_ContactName12485	PT_EMAIL01@test.com	PT_Phone12485	PT_SampleNotes12485	NSPT12485	PT13684	PT_Prod12485	15	5	CS	Paper Towel
067	167726	167726	expenseCategory	F	food	PT_Group12486	PT_Sup12486	PT_Add12486	PT_ContactName12486	PT_EMAIL02@test.com	PT_Phone12486	PT_SampleNotes12486	NSPT12486	PT13685	PT_Prod12486	20	5	EA	Meat
067	167734	167734	expenseCategory	D	nonFood	PT_Group12487	PT_Sup12487	PT_Add12487	PT_ContactName12487	PT_EMAIL01@test.com	PT_Phone12487	PT_SampleNotes12487	NSPT12487	PT13686	PT_Prod12487	12	5	CS	Meat
067	167742	167742	location	F	food	PT_Group12488	PT_Sup12488	PT_Add12488	PT_ContactName12488	PT_EMAIL02@test.com	PT_Phone12488	PT_SampleNotes12488	NSPT12488	PT13687	PT_Prod12488	15	5	EA	Meat
067	167759	167759	expenseCategory	C	food	PT_Group12489	PT_Sup12489	PT_Add12489	PT_ContactName12489	PT_EMAIL01@test.com	PT_Phone12489	PT_SampleNotes12489	NSPT12489	PT13688	PT_Prod12489	16	5	CS	Dairy
067	167767	167767	expenseCategory	D	food	PT_Group12490	PT_Sup12490	PT_Add12490	PT_ContactName12490	PT_EMAIL02@test.com	PT_Phone12490	PT_SampleNotes12490	NSPT12490	PT13689	PT_Prod12490	20	5	EA	Dairy
067	167775	167775	expenseCategory	F	food	PT_Group12491	PT_Sup12491	PT_Add12491	PT_ContactName12491	PT_EMAIL01@test.com	PT_Phone12491	PT_SampleNotes12491	NSPT12491	PT13690	PT_Prod12491	25	5	CS	Dairy
067	167783	167783	expenseCategory	D	nonFood	PT_Group12492	PT_Sup12492	PT_Add12492	PT_ContactName12492	PT_EMAIL02@test.com	PT_Phone12492	PT_SampleNotes12492	NSPT12492	PT13691	PT_Prod12492	10	5	EA	Paper Towel
067	167791	167791	expenseCategory	F	food	PT_Group12493	PT_Sup12493	PT_Add12493	PT_ContactName12493	PT_EMAIL01@test.com	PT_Phone12493	PT_SampleNotes12493	NSPT12493	PT13692	PT_Prod12493	12	5	CS	Paper Towel
067	167809	167809	expenseCategory	C	food	PT_Group12494	PT_Sup12494	PT_Add12494	PT_ContactName12494	PT_EMAIL02@test.com	PT_Phone12494	PT_SampleNotes12494	NSPT12494	PT13693	PT_Prod12494	15	5	EA	Paper Towel
067	167817	167817	expenseCategory	D	food	PT_Group12495	PT_Sup12495	PT_Add12495	PT_ContactName12495	PT_EMAIL01@test.com	PT_Phone12495	PT_SampleNotes12495	NSPT12495	PT13694	PT_Prod12495	18	5	CS	Dairy
067	167825	167825	location	F	food	PT_Group12496	PT_Sup12496	PT_Add12496	PT_ContactName12496	PT_EMAIL02@test.com	PT_Phone12496	PT_SampleNotes12496	NSPT12496	PT13695	PT_Prod12496	30	5	EA	Paper Towel
067	167833	167833	expenseCategory	D	nonFood	PT_Group12497	PT_Sup12497	PT_Add12497	PT_ContactName12497	PT_EMAIL01@test.com	PT_Phone12497	PT_SampleNotes12497	NSPT12497	PT13696	PT_Prod12497	15	5	CS	Paper Towel
067	167841	167841	expenseCategory	F	food	PT_Group12498	PT_Sup12498	PT_Add12498	PT_ContactName12498	PT_EMAIL02@test.com	PT_Phone12498	PT_SampleNotes12498	NSPT12498	PT13697	PT_Prod12498	20	5	EA	Meat
067	167858	167858	expenseCategory	C	food	PT_Group12499	PT_Sup12499	PT_Add12499	PT_ContactName12499	PT_EMAIL01@test.com	PT_Phone12499	PT_SampleNotes12499	NSPT12499	PT13698	PT_Prod12499	12	5	CS	Meat
067	167866	167866	expenseCategory	D	food	PT_Group12500	PT_Sup12500	PT_Add12500	PT_ContactName12500	PT_EMAIL02@test.com	PT_Phone12500	PT_SampleNotes12500	NSPT12500	PT13699	PT_Prod12500	15	5	EA	Meat
067	167874	167874	expenseCategory	F	food	PT_Group12501	PT_Sup12501	PT_Add12501	PT_ContactName12501	PT_EMAIL01@test.com	PT_Phone12501	PT_SampleNotes12501	NSPT12501	PT13700	PT_Prod12501	12	5	CS	Meat
067	167890	167890	expenseCategory	D	nonFood	PT_Group12502	PT_Sup12502	PT_Add12502	PT_ContactName12502	PT_EMAIL02@test.com	PT_Phone12502	PT_SampleNotes12502	NSPT12502	PT13701	PT_Prod12502	15	5	EA	Meat
067	167908	167908	location	F	food	PT_Group12503	PT_Sup12503	PT_Add12503	PT_ContactName12503	PT_EMAIL01@test.com	PT_Phone12503	PT_SampleNotes12503	NSPT12503	PT13702	PT_Prod12503	16	5	CS	Meat
067	167916	167916	expenseCategory	C	food	PT_Group12504	PT_Sup12504	PT_Add12504	PT_ContactName12504	PT_EMAIL02@test.com	PT_Phone12504	PT_SampleNotes12504	NSPT12504	PT13703	PT_Prod12504	20	5	EA	Dairy
067	167932	167932	expenseCategory	D	food	PT_Group12505	PT_Sup12505	PT_Add12505	PT_ContactName12505	PT_EMAIL01@test.com	PT_Phone12505	PT_SampleNotes12505	NSPT12505	PT13704	PT_Prod12505	25	5	CS	Dairy
067	167940	167940	expenseCategory	F	food	PT_Group12506	PT_Sup12506	PT_Add12506	PT_ContactName12506	PT_EMAIL02@test.com	PT_Phone12506	PT_SampleNotes12506	NSPT12506	PT13705	PT_Prod12506	10	5	EA	Dairy
067	167957	167957	expenseCategory	D	nonFood	PT_Group12507	PT_Sup12507	PT_Add12507	PT_ContactName12507	PT_EMAIL01@test.com	PT_Phone12507	PT_SampleNotes12507	NSPT12507	PT13706	PT_Prod12507	12	5	CS	Paper Towel
067	167965	167965	expenseCategory	F	food	PT_Group12508	PT_Sup12508	PT_Add12508	PT_ContactName12508	PT_EMAIL02@test.com	PT_Phone12508	PT_SampleNotes12508	NSPT12508	PT13707	PT_Prod12508	15	5	EA	Paper Towel
067	167973	167973	expenseCategory	C	food	PT_Group12509	PT_Sup12509	PT_Add12509	PT_ContactName12509	PT_EMAIL01@test.com	PT_Phone12509	PT_SampleNotes12509	NSPT12509	PT13708	PT_Prod12509	18	5	CS	Paper Towel
067	167981	167981	expenseCategory	D	food	PT_Group12510	PT_Sup12510	PT_Add12510	PT_ContactName12510	PT_EMAIL02@test.com	PT_Phone12510	PT_SampleNotes12510	NSPT12510	PT13709	PT_Prod12510	30	5	EA	Paper Towel
067	167999	167999	location	F	food	PT_Group12511	PT_Sup12511	PT_Add12511	PT_ContactName12511	PT_EMAIL01@test.com	PT_Phone12511	PT_SampleNotes12511	NSPT12511	PT13710	PT_Prod12511	15	5	CS	Dairy
067	168005	168005	expenseCategory	D	nonFood	PT_Group12512	PT_Sup12512	PT_Add12512	PT_ContactName12512	PT_EMAIL02@test.com	PT_Phone12512	PT_SampleNotes12512	NSPT12512	PT13711	PT_Prod12512	20	5	EA	Paper Towel
067	168013	168013	expenseCategory	F	food	PT_Group12513	PT_Sup12513	PT_Add12513	PT_ContactName12513	PT_EMAIL01@test.com	PT_Phone12513	PT_SampleNotes12513	NSPT12513	PT13712	PT_Prod12513	12	5	CS	Meat
067	168021	168021	expenseCategory	C	food	PT_Group12514	PT_Sup12514	PT_Add12514	PT_ContactName12514	PT_EMAIL02@test.com	PT_Phone12514	PT_SampleNotes12514	NSPT12514	PT13713	PT_Prod12514	15	5	EA	Meat
067	168039	168039	expenseCategory	D	food	PT_Group12515	PT_Sup12515	PT_Add12515	PT_ContactName12515	PT_EMAIL01@test.com	PT_Phone12515	PT_SampleNotes12515	NSPT12515	PT13714	PT_Prod12515	16	5	CS	Meat
067	168047	168047	expenseCategory	F	food	PT_Group12516	PT_Sup12516	PT_Add12516	PT_ContactName12516	PT_EMAIL02@test.com	PT_Phone12516	PT_SampleNotes12516	NSPT12516	PT13715	PT_Prod12516	20	5	EA	Dairy
067	168070	168070	expenseCategory	D	nonFood	PT_Group12517	PT_Sup12517	PT_Add12517	PT_ContactName12517	PT_EMAIL01@test.com	PT_Phone12517	PT_SampleNotes12517	NSPT12517	PT13716	PT_Prod12517	25	5	CS	Dairy
067	168088	168088	expenseCategory	F	food	PT_Group12518	PT_Sup12518	PT_Add12518	PT_ContactName12518	PT_EMAIL02@test.com	PT_Phone12518	PT_SampleNotes12518	NSPT12518	PT13717	PT_Prod12518	10	5	EA	Dairy
067	168096	168096	expenseCategory	C	food	PT_Group12519	PT_Sup12519	PT_Add12519	PT_ContactName12519	PT_EMAIL01@test.com	PT_Phone12519	PT_SampleNotes12519	NSPT12519	PT13718	PT_Prod12519	12	5	CS	Paper Towel
067	168104	168104	location	D	food	PT_Group12520	PT_Sup12520	PT_Add12520	PT_ContactName12520	PT_EMAIL02@test.com	PT_Phone12520	PT_SampleNotes12520	NSPT12520	PT13719	PT_Prod12520	15	5	EA	Paper Towel
067	168112	168112	expenseCategory	F	food	PT_Group12521	PT_Sup12521	PT_Add12521	PT_ContactName12521	PT_EMAIL01@test.com	PT_Phone12521	PT_SampleNotes12521	NSPT12521	PT13720	PT_Prod12521	18	5	CS	Paper Towel
067	168120	168120	expenseCategory	D	nonFood	PT_Group12522	PT_Sup12522	PT_Add12522	PT_ContactName12522	PT_EMAIL02@test.com	PT_Phone12522	PT_SampleNotes12522	NSPT12522	PT13721	PT_Prod12522	30	5	EA	Paper Towel
067	168138	168138	expenseCategory	F	food	PT_Group12523	PT_Sup12523	PT_Add12523	PT_ContactName12523	PT_EMAIL01@test.com	PT_Phone12523	PT_SampleNotes12523	NSPT12523	PT13722	PT_Prod12523	15	5	CS	Meat
067	168146	168146	expenseCategory	C	food	PT_Group12524	PT_Sup12524	PT_Add12524	PT_ContactName12524	PT_EMAIL02@test.com	PT_Phone12524	PT_SampleNotes12524	NSPT12524	PT13723	PT_Prod12524	20	5	EA	Meat
067	168153	168153	expenseCategory	D	food	PT_Group12525	PT_Sup12525	PT_Add12525	PT_ContactName12525	PT_EMAIL01@test.com	PT_Phone12525	PT_SampleNotes12525	NSPT12525	PT13724	PT_Prod12525	12	5	CS	Meat
067	168161	168161	expenseCategory	F	food	PT_Group12526	PT_Sup12526	PT_Add12526	PT_ContactName12526	PT_EMAIL02@test.com	PT_Phone12526	PT_SampleNotes12526	NSPT12526	PT13725	PT_Prod12526	15	5	EA	Dairy
067	168179	168179	location	D	nonFood	PT_Group12527	PT_Sup12527	PT_Add12527	PT_ContactName12527	PT_EMAIL01@test.com	PT_Phone12527	PT_SampleNotes12527	NSPT12527	PT13726	PT_Prod12527	16	5	CS	Dairy
